Species	Family
Rhodosorus marinus	Stylonematophyceae
Flintiella	Bangiophyceae
Flintiella sanguinaria	Bangiophyceae
unclassified Bangiophyceae	Bangiophyceae
Chroothece richteriana	Stylonematophyceae
Pterocladiella caerulescens	Florideophyceae
Parviphycus tenuissimus	Florideophyceae
Pterocladiella caloglossoides	Florideophyceae
Pterocladiella nana	Florideophyceae
Bostrychia	Florideophyceae
Bostrychia bispora	Florideophyceae
Bostrychia moritziana	Florideophyceae
Bostrychia radicans	Florideophyceae
Rhodymenia leptophylla	Florideophyceae
Hypnea sp. IzuH1	Florideophyceae
Hypnea charoides	Florideophyceae
Hypnea chordacea	Florideophyceae
Hypnea cornuta	Florideophyceae
Hypnea flagelliformis	Florideophyceae
Hypnea flexicaulis	Florideophyceae
Hypnea japonica	Florideophyceae
Hypnea pannosa	Florideophyceae
Hypnea spinella	Florideophyceae
Hildenbrandia angolensis	Florideophyceae
Hildenbrandia occidentalis	Florideophyceae
Audouinella macrospora	Florideophyceae
Chantransia	Florideophyceae
Chantransia sp.	Florideophyceae
Heterocladia	Florideophyceae
Heterocladia australis	Florideophyceae
Heterocladia caudata	Florideophyceae
Heterocladia umbellata	Florideophyceae
Laurencia filiformis	Florideophyceae
Lenormandia	Florideophyceae
Lenormandia prolifera	Florideophyceae
Melanamansia	Florideophyceae
Amansia mamillaris	Florideophyceae
Micropeuce	Florideophyceae
Micropeuce strobiliferum	Florideophyceae
Murrayella	Florideophyceae
Murrayella periclados	Florideophyceae
Ptilota	Florideophyceae
Ptilota serrata	Florideophyceae
Sonderella	Florideophyceae
Sonderella linearis	Florideophyceae
Lenormandia muelleri	Florideophyceae
Rhodochaetales	Compsopogonophyceae
Rhodochaetaceae	Compsopogonophyceae
Rhodochaete	Compsopogonophyceae
Rhodochaete parvula	Compsopogonophyceae
Neosiphonia	Florideophyceae
Neosiphonia savatieri	Florideophyceae
Balbianiales	Florideophyceae
Balbiania	Florideophyceae
Balbiania investiens	Florideophyceae
Porphyra sp. PK-49	Bangiophyceae
Grateloupia carnosa	Florideophyceae
Grateloupia catenata	Florideophyceae
Grateloupia divaricata	Florideophyceae
Grateloupia elliptica	Florideophyceae
Grateloupia imbricata	Florideophyceae
Grateloupia kurogii	Florideophyceae
Grateloupia livida	Florideophyceae
Grateloupia turuturu	Florideophyceae
Halymenia dilatata	Florideophyceae
Halymenia floresii	Florideophyceae
Pleurostichidium	Florideophyceae
Pleurostichidium falkenbergii	Florideophyceae
Caloglossa cf. ogasawaraensis	Florideophyceae
Halopithys	Florideophyceae
Halopithys incurva	Florideophyceae
Amansia glomerata	Florideophyceae
Antithamnion sparsum	Florideophyceae
Antithamnionella	Florideophyceae
Antithamnionella floccosa	Florideophyceae
Ballia	Florideophyceae
Ballia callitricha	Florideophyceae
Nocturama antipodites	Florideophyceae
Batrachospermum cayennense	Florideophyceae
Kumanoa deminuta	Florideophyceae
Nothocladus kraftii	Florideophyceae
Nothocladus pseudogelatinosus	Florideophyceae
Nothocladus theaquus	Florideophyceae
Nothocladus wattsii	Florideophyceae
Nothocladus lindauri	Florideophyceae
Inkyuleea	Florideophyceae
Inkyuleea ballioides	Florideophyceae
Inkyuleea mariana	Florideophyceae
Balliales	Florideophyceae
Balliaceae	Florideophyceae
Porphyra sp. 'Dover Point'	Bangiophyceae
Grateloupia versicolor	Florideophyceae
Austrokallymenia rosea	Florideophyceae
Mychodea hamata	Florideophyceae
Portieria hornemanii	Florideophyceae
Sarcodia marginata	Florideophyceae
Erythrophyllum	Florideophyceae
Erythrophyllum delesserioides	Florideophyceae
Hymenena	Florideophyceae
Hymenena falklandica	Florideophyceae
Sarcodia sp. SF2000	Florideophyceae
Prionitis filiformis	Florideophyceae
Prionitis sp. 'La Jolla'	Florideophyceae
Galdieria sulphuraria	Bangiophyceae
Holmesia	Florideophyceae
Holmesia capensis	Florideophyceae
Hymenena curdieana	Florideophyceae
Hymenena flabelligera	Florideophyceae
Hymenena fryeana	Florideophyceae
Hymenena laciniata	Florideophyceae
Caloglossa beccarii	Florideophyceae
Abroteia	Florideophyceae
Abroteia orbicularis	Florideophyceae
Acrosorium	Florideophyceae
Acrosorium decumbens	Florideophyceae
Bartoniella	Florideophyceae
Bartoniella crenata	Florideophyceae
Botryocarpa	Florideophyceae
Botryocarpa prolifera	Florideophyceae
Branchioglossum	Florideophyceae
Branchioglossum woodii	Florideophyceae
Calonitophyllum	Florideophyceae
Calonitophyllum medium	Florideophyceae
Chauviniella	Florideophyceae
Chauviniella coriifolia	Florideophyceae
Cladodonta	Florideophyceae
Cladodonta lyalli	Florideophyceae
Cryptopleura	Florideophyceae
Cryptopleura callophylloides	Florideophyceae
Delesseria	Florideophyceae
Cumathamnion decipiens	Florideophyceae
Drachiella	Florideophyceae
Drachiella spectabilis	Florideophyceae
Grinnellia	Florideophyceae
Grinnellia americana	Florideophyceae
Haraldiophyllum	Florideophyceae
Haraldiophyllum ramirezii	Florideophyceae
Hemineura	Florideophyceae
Hemineura frondosa	Florideophyceae
Heterodoxia	Florideophyceae
Heterodoxia denticulata	Florideophyceae
Rhodella sp. GA6-T4	Rhodellophyceae
Rhodella sp. BC73C	Rhodellophyceae
Acrosorium maculatum	Florideophyceae
Acrosorium polyneurum	Florideophyceae
Acrosorium venulosum	Florideophyceae
Cryptopleura corallinara	Florideophyceae
Cryptopleura lobulifera	Florideophyceae
Cryptopleura ramosa	Florideophyceae
Cryptopleura ruprechtiana	Florideophyceae
Cryptopleura violacea	Florideophyceae
Delesseria sanguinea	Florideophyceae
Claudea	Florideophyceae
Claudea batanensis	Florideophyceae
Botryoglossum	Florideophyceae
Botryoglossum platycarpum	Florideophyceae
Haraldiophyllum mirabile	Florideophyceae
Abroteia sp. SF2000	Florideophyceae
Acrosorium sp. 1	Florideophyceae
Acrosorium sp. 2	Florideophyceae
Rhodella sp. Nagura1	Rhodellophyceae
Neorhodella cyanea	Rhodellophyceae
Porphyra sp. BWT2000A	Bangiophyceae
Porphyra sp. BWT2000B	Bangiophyceae
Porphyra sp. BWT2000C	Bangiophyceae
Hildenbrandia crouanii	Florideophyceae
Hildenbrandia rivularis	Florideophyceae
Anisocladella	Florideophyceae
Anisocladella pacifica	Florideophyceae
Asterocolax	Florideophyceae
Asterocolax erythroglossi	Florideophyceae
Erythroglossum	Florideophyceae
Erythroglossum laciniata	Florideophyceae
Nienburgia	Florideophyceae
Nienburgia andersoniana	Florideophyceae
Asterocolax gardneri	Florideophyceae
Phycodrys setchellii	Florideophyceae
Polyneura bonnemaisonii	Florideophyceae
Laurencia obtusa	Florideophyceae
Osmundea hybrida	Florideophyceae
Osmundea osmunda	Florideophyceae
Osmundea ramosissima	Florideophyceae
Osmundea truncata	Florideophyceae
Porphyra cf. leucosticta	Bangiophyceae
Porphyra cf. plocamiestris	Bangiophyceae
Pyropia fallax	Bangiophyceae
Pyropia fallax subsp. fallax	Bangiophyceae
Pyropia kanakaensis	Bangiophyceae
Porphyra rediviva	Bangiophyceae
Pyropia torta	Bangiophyceae
Chroodactylon ornatum	Bangiophyceae
Rhodosorus sp. CCMP1530	Stylonematophyceae
Bangiopsis	Stylonematophyceae
Bangiopsis subsimplex	Stylonematophyceae
Phragmonemataceae	Bangiophyceae
Goniotrichopsis	Bangiophyceae
Goniotrichopsis sublittoralis	Bangiophyceae
Stylonema cornu-cervi	Stylonematophyceae
Dilsea socialis	Florideophyceae
Dudresnaya capricornica	Florideophyceae
Dumontia alaskana	Florideophyceae
Dumontia simplex	Florideophyceae
Weeksia coccinea	Florideophyceae
Acrosymphytaceae	Florideophyceae
Acrosymphyton	Florideophyceae
Acrosymphyton purpuriferum	Florideophyceae
Constantinea	Florideophyceae
Constantinea subulifera	Florideophyceae
Cryptosiphonia	Florideophyceae
Cryptosiphonia woodii	Florideophyceae
Gainiaceae	Florideophyceae
Gainia	Florideophyceae
Gainia mollis	Florideophyceae
Gibsmithia	Florideophyceae
Gibsmithia dotyi	Florideophyceae
Hyalosiphonia	Florideophyceae
Hyalosiphonia caespitosa	Florideophyceae
Kraftia	Florideophyceae
Kraftia dichotoma	Florideophyceae
Neodilsea	Florideophyceae
Neodilsea borealis	Florideophyceae
Orculifilum	Florideophyceae
Orculifilum denticulatum	Florideophyceae
Pikea	Florideophyceae
Pikea californica	Florideophyceae
Dilsea natashae	Florideophyceae
Neodilsea yendoana	Florideophyceae
Gelidium chilense	Florideophyceae
Gelidium microdonticum	Florideophyceae
Gelidium rex	Florideophyceae
Pterocladiella bartlettii	Florideophyceae
Pterocladiella beachiae	Florideophyceae
Ptilophora diversifolia	Florideophyceae
Ptilophora scalarimosa	Florideophyceae
Parviphycus sp. WestJ3433	Florideophyceae
Gelidium crinale	Florideophyceae
Ptilophora prolifera	Florideophyceae
Pyropia fucicola	Bangiophyceae
Porphyra sp. Marseille	Bangiophyceae
Porphyra sp. Brest	Bangiophyceae
Porphyra sp. Wales SW1	Bangiophyceae
Botryocladia uvarioides	Florideophyceae
Bangia gloiopeltidicola	Bangiophyceae
Grateloupia sparsa	Florideophyceae
Grateloupia lanceolata	Florideophyceae
Grateloupia acuminata	Florideophyceae
Grateloupia asiatica	Florideophyceae
Polyopes	Florideophyceae
Polyopes constrictus	Florideophyceae
Polyopes polyideoides	Florideophyceae
Caulacanthus okamurae	Florideophyceae
Ptilota filicina	Florideophyceae
Lenormandia sp. MELU_000065	Florideophyceae
Lenormandia sp. MELU_000064	Florideophyceae
Lenormandia angustifolia	Florideophyceae
Lenormandia latifolia	Florideophyceae
Lenormandia pardalis	Florideophyceae
Lenormandia smithiae	Florideophyceae
Lenormandia spectabilis	Florideophyceae
Osmundaria	Florideophyceae
Osmundaria prolifera	Florideophyceae
Protokuetzingia	Florideophyceae
Protokuetzingia australasica	Florideophyceae
Palmaria palmata var. sarniensis	Florideophyceae
Hymenena multipartita	Florideophyceae
Hymenena palmata	Florideophyceae
Hymenena venosa	Florideophyceae
Hypoglossum anomalum	Florideophyceae
Hypoglossum hypoglossoides	Florideophyceae
Hypoglossum sp. 1	Florideophyceae
Hypoglossum sp. 2	Florideophyceae
Nienburgia borealis	Florideophyceae
Phycodrys ovifolia	Florideophyceae
Phycodrys quercifolia	Florideophyceae
Phycodrys radicosa	Florideophyceae
Phycodrys sp.	Florideophyceae
Platyclinia	Florideophyceae
Platyclinia taylorii	Florideophyceae
Pollexfenia	Florideophyceae
Pollexfenia liaoii	Florideophyceae
Polyneuropsis	Florideophyceae
Polyneuropsis stolonifera	Florideophyceae
Pseudophycodrys	Florideophyceae
Pseudophycodrys phyllophora	Florideophyceae
Pseudophycodrys pulcherrima	Florideophyceae
Sarcomenia	Florideophyceae
Sarcomenia delesserioides	Florideophyceae
Schizoseris	Florideophyceae
Schizoseris condensata	Florideophyceae
Schizoseris davisii	Florideophyceae
Schizoseris dichotoma	Florideophyceae
Schizoseris griffithsia	Florideophyceae
Schizoseris liaoii	Florideophyceae
Schizoseris multinervis	Florideophyceae
Schizoseris sp.	Florideophyceae
Valeriemaya	Florideophyceae
Valeriemaya cruenta	Florideophyceae
Vanvoorstia	Florideophyceae
Vanvoorstia spectabilis	Florideophyceae
Womersleya	Florideophyceae
Womersleya monanthos	Florideophyceae
Zellera	Florideophyceae
Zellera tawallina	Florideophyceae
Laingia	Florideophyceae
Laingia hookeri	Florideophyceae
Loranthophycus	Florideophyceae
Loranthophycus californica	Florideophyceae
Marionella	Florideophyceae
Marionella prolifera	Florideophyceae
Martensia	Florideophyceae
Martensia australis	Florideophyceae
Membranoptera	Florideophyceae
Membranoptera tenuis	Florideophyceae
Myriogramme	Florideophyceae
Myriogramme livida	Florideophyceae
Neuroglossum	Florideophyceae
Neuroglossum binderianum	Florideophyceae
Nitophyllum	Florideophyceae
Nitophyllum adhaerens	Florideophyceae
Opephyllum	Florideophyceae
Opephyllum martensii	Florideophyceae
Paraglossum	Florideophyceae
Paraglossum crassinervium	Florideophyceae
Patulophycus	Florideophyceae
Patulophycus eclipes	Florideophyceae
Phitymophora	Florideophyceae
Phitymophora amansioides	Florideophyceae
Martensia elegans	Florideophyceae
Martensia flabelliformis	Florideophyceae
Martensia fragilis	Florideophyceae
Martensia pavonia	Florideophyceae
Martensia sp. 2	Florideophyceae
Membranoptera weeksiae	Florideophyceae
Myriogramme manginii	Florideophyceae
Myriogramme smithii	Florideophyceae
Myriogramme sp. 1	Florideophyceae
Myriogramme sp. 2	Florideophyceae
Myriogramme sp. 3	Florideophyceae
Myriogramme sp. 4	Florideophyceae
Augophyllum delicatum	Florideophyceae
Nitophyllum punctatum	Florideophyceae
Nitophyllum sp.	Florideophyceae
Nitophyllum sp. 1	Florideophyceae
Augophyllum wysorii	Florideophyceae
Opephyllum sp.	Florideophyceae
Paraglossum epiglossum	Florideophyceae
Paraglossum fuegiensis	Florideophyceae
Paraglossum papenfussii	Florideophyceae
Paraglossum sp.	Florideophyceae
Phitymophora linearis	Florideophyceae
Abroteia sp.	Florideophyceae
Ceramium brevizonatum	Florideophyceae
Hypoglossum sp.	Florideophyceae
Martensia cf. fragilis	Florideophyceae
Martensia sp.	Florideophyceae
Martensia sp. 1	Florideophyceae
Martensia sp. 3	Florideophyceae
Centroceras	Florideophyceae
Centroceras clavulatum	Florideophyceae
Cladhymenia	Florideophyceae
Cladhymenia lyallii	Florideophyceae
Euptilota	Florideophyceae
Cryptonemia luxurians	Florideophyceae
Cryptonemia rotunda	Florideophyceae
Prionitis divaricata	Florideophyceae
Prionitis elata	Florideophyceae
Prionitis patens	Florideophyceae
Prionitis schmitziana	Florideophyceae
Halymenia maculata	Florideophyceae
Aglaothamnion byssoides	Florideophyceae
Euptilota formosissima	Florideophyceae
Laurencia pinnatifida	Florideophyceae
Bryocladia	Florideophyceae
Bryocladia cuspidata	Florideophyceae
Neorhodomela	Florideophyceae
Neorhodomela larix	Florideophyceae
Lembergia	Florideophyceae
Lembergia allanii	Florideophyceae
Lophothalia	Florideophyceae
Lophothalia hormoclados	Florideophyceae
Polysiphonia akkeshiensis	Florideophyceae
Polysiphonia brodiei	Florideophyceae
Polysiphonia denudata	Florideophyceae
Polysiphonia elongata	Florideophyceae
Polysiphonia fibrata	Florideophyceae
Polysiphonia fibrillosa	Florideophyceae
Polysiphonia forfex	Florideophyceae
Polysiphonia simplex	Florideophyceae
Drachiella liaoii	Florideophyceae
Bostrychia calliptera	Florideophyceae
uncultured rhodophyte	NA
unidentified rhodophyte PRD01a010B	NA
Craspedocarpus	Florideophyceae
Craspedocarpus venosus	Florideophyceae
Gigartina cf. tuberculosa	Florideophyceae
Rhodophyllis	Florideophyceae
Rhodophyllis divaricata	Florideophyceae
Stictosporum	Florideophyceae
Stictosporum nitophylloides	Florideophyceae
Calliblepharis ciliata	Florideophyceae
Calliblepharis fimbriata	Florideophyceae
Craspedocarpus erosus	Florideophyceae
Craspedocarpus tenuifolius	Florideophyceae
Gigartina bracteata	Florideophyceae
Gigartina pinnata	Florideophyceae
Gigartina polycarpa	Florideophyceae
Rhodophyllis membranacea	Florideophyceae
Rhodophyllis reptans	Florideophyceae
Cyanidium sp. 3-8 CR	Bangiophyceae
Gigartina macrocarpa	Florideophyceae
Gigartina sp. 2	Florideophyceae
Aeodes nitidissima	Florideophyceae
Aeodes ulvoidea	Florideophyceae
Epymenia capensis	Florideophyceae
Epymenia obtusa	Florideophyceae
Epymenia sp.	Florideophyceae
Hypnea boergesenii	Florideophyceae
Hypnea volubilis	Florideophyceae
Pachymenia carnosa	Florideophyceae
Pachymenia lusoria	Florideophyceae
Polyopes sp.	Florideophyceae
Polyopes tenuis	Florideophyceae
Rhodymenia sp.	Florideophyceae
Trematocarpus flabellatus	Florideophyceae
Rhodophyllis volans	Florideophyceae
Apoglossum	Florideophyceae
Apoglossum ruscifolium	Florideophyceae
Haraldiophyllum bonnemaisonii	Florideophyceae
Sarcothalia papillosa	Florideophyceae
Chondrus platynus	Florideophyceae
Mazzaella oregona	Florideophyceae
Mazzaella phyllocarpa	Florideophyceae
Iridophycus	Florideophyceae
Iridaea micans	Florideophyceae
Chondracanthus squarrulosus	Florideophyceae
Mazzaella parksii	Florideophyceae
Gigartina pectinata	Florideophyceae
Grateloupia johnstonii	Florideophyceae
Mazzaella parva	Florideophyceae
Iridophycus coriaceum	Florideophyceae
Iridophycus fulgens	Florideophyceae
Iridophycus reediae	Florideophyceae
Iridophycus sinicola	Florideophyceae
Mazzaella sp. SAP_028912	Florideophyceae
Gracilaria cuneata	Florideophyceae
Gracilaria multipartita	Florideophyceae
Gracilaria ornata	Florideophyceae
Gracilaria occidentalis	Florideophyceae
Gracilaria mammillaris	Florideophyceae
Gracilaria textorii	Florideophyceae
Gracilaria damaecornis	Florideophyceae
Gracilaria usneoides	Florideophyceae
Gracilaria apiculata	Florideophyceae
Gracilaria lacinulata	Florideophyceae
Gracilaria flabelliformis	Florideophyceae
Gracilaria intermedia	Florideophyceae
Gracilaria curtissiae	Florideophyceae
Gracilaria crassissima	Florideophyceae
Gracilaria cervicornis	Florideophyceae
Gracilaria domingensis	Florideophyceae
Gracilaria bursa-pastoris	Florideophyceae
Gracilaria beckeri	Florideophyceae
Gracilaria capensis	Florideophyceae
Gracilaria dentata	Florideophyceae
Gracilaria edulis	Florideophyceae
Gracilaria arcuata	Florideophyceae
Gracilaria salicornia	Florideophyceae
Gracilaria changii	Florideophyceae
Gracilaria eucheumatoides	Florideophyceae
Gracilaria spinulosa	Florideophyceae
Gracilaria secundata	Florideophyceae
Gracilaria urvilleii	Florideophyceae
Gracilariopsis longissima	Florideophyceae
Gracilariopsis heteroclada	Florideophyceae
Gracilariopsis sjoestedtii	Florideophyceae
Gracilariopsis megaspora	Florideophyceae
Gracilariopsis costaricensis	Florideophyceae
Curdiea coriacea	Florideophyceae
Curdiea crassa	Florideophyceae
Melanthalia abscissa	Florideophyceae
Melanthalia concinna	Florideophyceae
Melanthalia intermedia	Florideophyceae
Colaconema	Florideophyceae
Colaconema asparagopsis	Florideophyceae
Rhodochorton tenue	Florideophyceae
Balbianiaceae	Florideophyceae
Gastroclonium clavatum	Florideophyceae
Sarcodia antarctica	Florideophyceae
Sebdenia flabellulata	Florideophyceae
Spyridia dasyoides	Florideophyceae
Naccariaceae	Florideophyceae
Atractophora	Florideophyceae
Atractophora hypnoides	Florideophyceae
Euthora	Florideophyceae
Euthora cristata	Florideophyceae
Melobesia	Florideophyceae
Melobesia mediocris	Florideophyceae
Peyssonneliaceae	Florideophyceae
Peyssonnelia	Florideophyceae
Peyssonnelia sp.	Florideophyceae
Nemastomataceae	Florideophyceae
Predaea	Florideophyceae
Predaea sp.	Florideophyceae
Pterothamnion	Florideophyceae
Pterothamnion plumula	Florideophyceae
